id,rate_unemployment,percent_college,percent_married,median_income,average_act,percent_lunch,year,state,zip_code,school_type,school_level,charter,percent_internet_access,student_teacher_ratio
120006000035,0.094651789149673,0.380206479174083,0.792228390166534,65391.0,17.4908424908425,0.387903225806452,2016-2017,FL,32040,Regular School,High,No,0.7859999999999999,88.52564102564102
120009000039,0.209809264305177,0.545277507302824,0.746478873239437,25747.0,22.6190476190476,0.484598046581518,2016-2017,FL,32401,Regular School,High,No,0.7859999999999999,97.96875
120009000064,0.108850457782299,0.352538275584206,0.420998980632008,35256.0,20.3724053724054,0.463494667760459,2016-2017,FL,32401,Regular School,High,No,0.7859999999999999,100.92592592592592
120009000067,0.0433620433620434,0.521657754010695,0.573690621193666,43151.0,23.1562881562882,0.296099290780142,2016-2017,FL,32444,Regular School,High,No,0.7859999999999999,114.2948717948718
120009004305,0.0813953488372093,0.647002551020408,0.396911898274296,48778.0,23.2783882783883,0.35583596214511,2016-2017,FL,32407,Regular School,High,No,0.7859999999999999,118.64864864864865
120009007903,0.18,0.67201166180758,0.373123659756969,25392.0,22.7411477411477,0.125230202578269,2016-2017,FL,32404,Regular School,High,Yes,0.7859999999999999,104.85714285714286
120012000070,0.130543933054393,0.473026080743123,0.513910355486862,33636.0,17.979242979243,0.414841849148418,2016-2017,FL,32091,Regular School,High,No,0.7859999999999999,121.28571428571429
120015000078,0.20293554562859,0.632786885245902,0.5,29099.0,22.032967032967,0.316187594553706,2016-2017,FL,32780,Regular School,High,No,0.7859999999999999,91.77631578947368
120015000088,0.0853722019781364,0.590235081374322,0.354297693920335,41615.0,22.8632478632479,0.334794040315513,2016-2017,FL,32796,Regular School,High,No,0.7859999999999999,98.7719298245614
120015000090,0.160958904109589,0.3525,0.11829134720701,20625.0,22.6434676434676,0.268221574344023,2016-2017,FL,32955,Regular School,High,No,0.7859999999999999,98.78378378378379
120015000100,0.184439973172368,0.397819314641745,0.316860465116279,30345.0,20.006105006105,0.595744680851064,2016-2017,FL,32926,Regular School,High,No,0.7859999999999999,81.71875
120015000103,0.176470588235294,0.63663890991673,0.469387755102041,28940.0,23.0586080586081,0.216807558428642,2016-2017,FL,32901,Regular School,High,No,0.7859999999999999,103.69369369369369
120015000104,0.112665406427221,0.686366932559826,0.548663101604278,42364.0,22.5457875457875,0.442728442728443,2016-2017,FL,32901,Regular School,High,No,0.7859999999999999,94.08045977011494
120015000109,0.154243542435424,0.541037426132633,0.615643964935941,42823.0,21.5445665445665,0.351961950059453,2016-2017,FL,32935,Regular School,High,No,0.7859999999999999,88.93617021276596
120015000118,0.15568570034163,0.677446451070979,0.580099502487562,37185.0,22.3504273504273,0.217478318879253,2016-2017,FL,32953,Regular School,High,No,0.7859999999999999,98.375
120015000119,0.15568570034163,0.677446451070979,0.580099502487562,37185.0,25.8424908424908,0.0765957446808511,2016-2017,FL,32953,Regular School,High,No,0.7859999999999999,91.15384615384616
120015000127,0.102790014684288,0.843220338983051,0.535976505139501,64151.0,24.5482295482295,0.196735395189003,2016-2017,FL,32931,Regular School,High,No,0.7859999999999999,87.21311475409836
120015000131,0.0253807106598985,0.890625,0.720739219712526,61726.0,23.8156288156288,0.151162790697674,2016-2017,FL,32937,Regular School,High,No,0.7859999999999999,101.11940298507463
120015002977,0.10989010989011,0.539008894536213,0.940397350993378,56912.0,23.5225885225885,0.306408544726302,2016-2017,FL,32927,Regular School,High,No,0.7859999999999999,94.9375
120015003293,0.0919780011378722,0.536483445837351,0.560511643161692,42979.0,21.5445665445665,0.375537799631223,2016-2017,FL,32908,Regular School,High,No,0.7859999999999999,101.9047619047619
120015003296,0.0991080277502478,0.6939586645469,0.786802030456853,39558.0,26.2332112332112,0.0842872008324662,2016-2017,FL,32935,Regular School,High,No,0.7859999999999999,88.42592592592592
120015004244,0.113516113516114,0.677391677391677,0.753640776699029,66603.0,22.960927960928,0.0754048582995951,2016-2017,FL,32940,Regular School,High,No,0.7859999999999999,109.12371134020619
120015007530,0.224315952503872,0.521924626688789,0.665893271461717,48565.0,19.2979242979243,0.47966573816156,2016-2017,FL,32907,Regular School,High,No,0.7859999999999999,100.76086956521739
120018000153,0.123298638911129,0.517125587642713,0.441,35256.0,20.5677655677656,0.57639569049951,2016-2017,FL,33020,Regular School,High,No,0.7859999999999999,111.9
120018000157,0.11660777385159,0.62258876153201,0.405096660808436,42275.0,19.0781440781441,0.723174603174603,2016-2017,FL,33312,Regular School,High,No,0.7859999999999999,107.76923076923077
120018000160,0.118674918092465,0.462140063988624,0.639219934994583,51500.0,19.3223443223443,0.584615384615385,2016-2017,FL,33024,Regular School,High,No,0.7859999999999999,108.51485148514851
120018000168,0.310185185185185,0.257062146892655,0.157093425605536,15942.0,17.6862026862027,0.759882869692533,2016-2017,FL,33060,Regular School,High,No,0.7859999999999999,108.90625
120018000171,0.113344051446945,0.460811756473058,0.420624151967436,25477.0,17.2710622710623,0.744514106583072,2016-2017,FL,33009,Regular School,High,No,0.7859999999999999,114.91803278688525
120018000217,0.117365710080942,0.533711405166982,0.846036585365854,31934.0,21.3003663003663,0.569156626506024,2016-2017,FL,33305,Regular School,High,No,0.7859999999999999,102.17821782178218
120018000225,0.197635135135135,0.493370551290998,0.560143626570916,45759.0,20.0549450549451,0.4826224328594,2016-2017,FL,33065,Regular School,High,No,0.7859999999999999,105.8029197080292
120018000231,0.202110649184522,0.451375559820857,0.425430210325048,43669.0,18.4676434676435,0.640928725701944,2016-2017,FL,33334,Regular School,High,No,0.7859999999999999,99.78021978021978
120018000234,0.0850327048864948,0.597447395653674,0.642857142857143,38598.0,21.5201465201465,0.415735567970205,2016-2017,FL,33314,Regular School,High,No,0.7859999999999999,111.89473684210526
120018000241,0.0596926713947991,0.625744258576694,0.495787427090084,58329.0,19.0537240537241,0.562214089661482,2016-2017,FL,33313,Regular School,High,No,0.7859999999999999,103.64485981308411
120018000247,0.0888888888888889,0.868330464716007,0.982142857142857,84063.0,18.8339438339438,0.586289549376798,2016-2017,FL,33021,Regular School,High,No,0.7859999999999999,97.5
120018000249,0.0860266159695817,0.714903846153846,0.759521218715996,59410.0,17.2466422466422,0.717485549132948,2016-2017,FL,33066,Regular School,High,No,0.7859999999999999,93.84615384615384
120018000251,0.189372526851328,0.318916102136529,0.275316455696203,28689.0,20.1770451770452,0.608421052631579,2016-2017,FL,33441,Regular School,High,No,0.7859999999999999,110.929203539823
120018000252,0.153529814941741,0.641963727329581,0.311464968152866,36660.0,18.0525030525031,0.784886927744071,2016-2017,FL,33309,Regular School,High,No,0.7859999999999999,113.96341463414635
120018000253,0.172767203513909,0.616678346180799,0.423853211009174,50984.0,20.4945054945055,0.589792785878741,2016-2017,FL,33025,Regular School,High,No,0.7859999999999999,115.0
120018000264,0.118131203098523,0.56326318524292,0.526901669758813,42384.0,18.1990231990232,0.53552790044159,2016-2017,FL,33351,Regular School,High,No,0.7859999999999999,106.07142857142857
120018000265,0.106194690265487,0.640591315060055,0.531417112299465,71325.0,22.2527472527473,0.191588785046729,2016-2017,FL,33328,Regular School,High,No,0.7859999999999999,112.42574257425743
120018000272,0.0643079661771251,0.348535658394813,0.728628800917958,40247.0,19.957264957265,0.53797733948804,2016-2017,FL,33317,Regular School,High,No,0.7859999999999999,108.71428571428571
120018002117,0.0613254203758655,0.729704797047971,0.733333333333333,86518.0,20.9340659340659,0.397385620915033,2016-2017,FL,33071,Regular School,High,No,0.7859999999999999,114.07801418439716
120018002120,0.0827296097218976,0.511682242990654,0.634423897581792,53952.0,21.3247863247863,0.305194805194805,2016-2017,FL,33325,Regular School,High,No,0.7859999999999999,111.01398601398601
120018002721,0.0631229235880399,0.743016759776536,0.780369290573372,97143.0,22.960927960928,0.175444371296906,2016-2017,FL,33076,Regular School,High,No,0.7859999999999999,117.86764705882354
120018003029,0.0658914728682171,0.786533816425121,0.794202898550725,82178.0,20.8608058608059,0.373498111912118,2016-2017,FL,33028,Regular School,High,No,0.7859999999999999,114.0909090909091
120018003301,0.0934065934065934,0.713690062543433,0.465671641791045,43324.0,22.7167277167277,0.283940397350993,2016-2017,FL,33060,Regular School,High,No,0.7859999999999999,103.87931034482759
120018003684,0.126924521216673,0.64776357827476,0.836990595611285,45954.0,26.5506715506715,0.200581395348837,2016-2017,FL,33314,Regular School,High,No,0.7859999999999999,189.58333333333334
120018003815,0.0861928104575163,0.721358428805237,0.851030110935024,113203.0,23.0586080586081,0.128094481035658,2016-2017,FL,33332,Regular School,High,No,0.7859999999999999,111.65876777251185
120018003823,0.104891446507978,0.637521018496277,0.869413407821229,85717.0,20.2991452991453,0.269673704414587,2016-2017,FL,33029,Regular School,High,Yes,0.7859999999999999,90.86538461538461
120018004037,0.134814363968351,0.700750804433321,0.598191214470284,67855.0,20.4212454212454,0.435844370860927,2016-2017,FL,33065,Regular School,High,No,0.7859999999999999,108.34821428571429
120018004050,0.0813594232749743,0.710396681358569,0.888779041028176,83802.0,19.8107448107448,0.38738338516215,2016-2017,FL,33073,Regular School,High,No,0.7859999999999999,111.69811320754717
120018004052,0.0583617476805963,0.807441446783279,0.721993531314319,89750.0,20.2014652014652,0.36701030927835,2016-2017,FL,33027,Regular School,High,No,0.7859999999999999,115.57142857142857
120018007555,0.104891446507978,0.637521018496277,0.869413407821229,85717.0,21.8376068376068,0.188373804267844,2016-2017,FL,33029,Regular School,High,No,0.7859999999999999,110.97560975609755
120024000296,0.243264659270998,0.507062146892655,0.138728323699422,26636.0,21.9352869352869,0.40273396424816,2016-2017,FL,33950,Regular School,High,No,0.7859999999999999,105.3125
120024000298,0.223901098901099,0.577916295636687,0.705583756345178,44063.0,22.8388278388278,0.353968253968254,2016-2017,FL,34224,Regular School,High,No,0.7859999999999999,97.1774193548387
120024002122,0.0577922077922078,0.559405940594059,0.522550544323484,38237.0,21.1782661782662,0.484542211652794,2016-2017,FL,33948,Regular School,High,No,0.7859999999999999,97.84810126582279
120024007659,0.243264659270998,0.507062146892655,0.138728323699422,26636.0,23.2295482295482,0.010989010989011,2016-2017,FL,33950,Regular School,High,Yes,0.7859999999999999,146.66666666666666
120027000305,0.189716312056738,0.535067873303167,0.382911392405063,32095.0,20.1526251526252,0.469055374592834,2016-2017,FL,34452,Regular School,High,No,0.7859999999999999,89.02439024390245
120027000314,0.123035230352304,0.389318885448916,0.542217700915565,29109.0,21.3492063492064,0.489263803680982,2016-2017,FL,34428,Regular School,High,No,0.7859999999999999,93.75
120027002425,0.114880493446415,0.486725663716814,0.542528735632184,35531.0,21.7399267399267,0.420817369093231,2016-2017,FL,34461,Regular School,High,No,0.7859999999999999,96.50602409638554
120030000323,0.115600448933782,0.552929085303186,0.520169851380042,39375.0,20.8852258852259,0.380803011292346,2016-2017,FL,32073,Regular School,High,No,0.7859999999999999,83.49462365591398
120030000328,0.199762187871581,0.56551724137931,0.731578947368421,55221.0,21.4224664224664,0.363047001620746,2016-2017,FL,32656,Regular School,High,No,0.7859999999999999,86.07142857142857
120030000330,0.118957545187053,0.485205110961668,0.256034482758621,37944.0,21.6422466422466,0.302358827734096,2016-2017,FL,32043,Regular School,High,No,0.7859999999999999,86.09756097560975
120030002053,0.0426940639269406,0.617870310127955,0.604854755272583,58974.0,20.3235653235653,0.332748538011696,2016-2017,FL,32068,Regular School,High,No,0.7859999999999999,84.47115384615384
120030002494,0.0819672131147541,0.546031746031746,0.581609195402299,47981.0,21.9108669108669,0.269798657718121,2016-2017,FL,32065,Regular School,High,No,0.7859999999999999,75.0
120030004062,0.115631691648822,0.683370730491149,0.645710928319624,86081.0,22.9120879120879,0.113243761996161,2016-2017,FL,32003,Regular School,High,No,0.7859999999999999,100.77272727272727
120030007558,0.0885449701890143,0.705837257693571,0.728946525776497,82955.0,20.1037851037851,0.214180929095355,2016-2017,FL,32065,Regular School,High,No,0.7859999999999999,104.16666666666667
120033000343,0.100534759358289,0.653919694072658,0.797385620915033,61088.0,21.6910866910867,0.372572815533981,2016-2017,FL,34102,Regular School,High,No,0.7859999999999999,103.45238095238095
120033000354,0.166139954853273,0.317539319131993,0.646969696969697,44471.0,20.5433455433455,0.606,2016-2017,FL,34113,Regular School,High,No,0.7859999999999999,99.02298850574712
120033000355,0.0764494612621857,0.0931216931216931,0.347695390781563,18861.0,17.5396825396825,0.870477568740955,2016-2017,FL,34142,Regular School,High,No,0.7859999999999999,98.79310344827586
120033000357,0.0542521994134897,0.701923076923077,0.658303464755078,48660.0,22.8144078144078,0.240893066980023,2016-2017,FL,34109,Regular School,High,No,0.7859999999999999,104.5679012345679
120033003336,0.0840404699738903,0.719877206446662,0.768115942028985,63483.0,22.3260073260073,0.196637799286806,2016-2017,FL,34119,Regular School,High,No,0.7859999999999999,109.45
120033003959,0.116151202749141,0.601998621640248,0.488975356679637,43057.0,18.6385836385836,0.6658521686011,2016-2017,FL,34116,Regular School,High,No,0.7859999999999999,105.83333333333333
120033003960,0.0561618917689859,0.556806550665302,0.570190641247834,59273.0,20.4212454212454,0.399670148433205,2016-2017,FL,34120,Regular School,High,No,0.7859999999999999,102.55319148936171
120036000358,0.126320624712908,0.558779201205727,0.475319926873857,44231.0,21.4468864468864,0.445615982241953,2016-2017,FL,32025,Regular School,High,No,0.7859999999999999,84.86842105263158
120039000589,0.085045911674683,0.582964156262586,0.58679706601467,33465.0,18.3699633699634,0.698139534883721,2016-2017,FL,33015,Regular School,High,No,0.7859999999999999,120.10989010989012
120039000590,0.0283322601416613,0.934972244250595,0.789705882352941,122750.0,20.4700854700855,0.613357292602576,2016-2017,FL,33146,Regular School,High,No,0.7859999999999999,120.70422535211267
120039000591,0.0795807453416149,0.375599725839616,0.471598414795244,38911.0,15.5128205128205,0.762201453790239,2016-2017,FL,33013,Regular School,High,No,0.7859999999999999,105.21739130434783
120039000592,0.0959507042253521,0.721105527638191,0.823115577889447,66385.0,15.3174603174603,0.726840855106888,2016-2017,FL,33014,Regular School,High,No,0.7859999999999999,93.73563218390805
120039000593,0.21231884057971,0.239157631359466,0.556390977443609,25114.0,15.7814407814408,0.858131487889273,2016-2017,FL,33034,Regular School,High,No,0.7859999999999999,91.55339805825243
120039000594,0.0,0.677475898334794,1.0,36250.0,19.5665445665446,0.57864941366761,2016-2017,FL,33139,Regular School,High,No,0.7859999999999999,118.89423076923077
120039000595,0.195289206917114,0.389051288865267,0.542695836273818,45873.0,16.2698412698413,0.805045871559633,2016-2017,FL,33056,Regular School,High,No,0.7859999999999999,82.36842105263158
120039000596,0.275013376136972,0.342292490118577,0.526946107784431,21844.0,14.6825396825397,0.782985226693836,2016-2017,FL,33147,Regular School,High,No,0.7859999999999999,82.86363636363636
120039000599,0.166166166166166,0.60130515848353,0.69601677148847,37332.0,19.2246642246642,0.690401396160559,2016-2017,FL,33165,Regular School,High,No,0.7859999999999999,108.22314049586777
120039000600,0.196588139723802,0.258319232938522,0.265013054830287,24715.0,14.6336996336996,0.878103837471783,2016-2017,FL,33127,Regular School,High,No,0.7859999999999999,72.18181818181819
120039000601,0.200777831793875,0.214015946286194,0.444055944055944,15170.0,15.9035409035409,0.874747474747475,2016-2017,FL,33142,Regular School,High,No,0.7859999999999999,96.46341463414635
120039000602,0.0241702741702742,0.755433119069483,0.817027632561613,94439.0,19.5909645909646,0.505472233481962,2016-2017,FL,33176,Regular School,High,No,0.7859999999999999,125.1219512195122
120039000603,0.179159663865546,0.500311720698254,0.576603773584906,59688.0,15.7326007326007,0.750155376009944,2016-2017,FL,33169,Regular School,High,No,0.7859999999999999,92.7127659574468
120039000604,0.206257982120051,0.336070060207991,0.109026963657679,23190.0,15.5128205128205,0.813839559093693,2016-2017,FL,33150,Regular School,High,No,0.7859999999999999,79.55555555555556
120039000605,0.0867908552074513,0.849171047310958,0.865930599369085,97500.0,22.2771672771673,0.302137067059691,2016-2017,FL,33156,Regular School,High,No,0.7859999999999999,126.0
120039000606,0.0765595463137996,0.612964728312679,0.223564954682779,23644.0,18.1257631257631,0.819230769230769,2016-2017,FL,33135,Regular School,High,No,0.7859999999999999,108.94160583941606
120039000607,0.103471749489449,0.760282776349614,0.741176470588235,70306.0,18.980463980464,0.714690867838911,2016-2017,FL,33166,Regular School,High,No,0.7859999999999999,109.52702702702703
120039000608,0.0542828685258964,0.610659072416599,0.815094339622642,65854.0,18.3211233211233,0.601249349297241,2016-2017,FL,33183,Regular School,High,No,0.7859999999999999,103.28571428571429
120039000609,0.146739130434783,0.554462164913471,0.7088,29519.0,18.8827838827839,0.689024390243902,2016-2017,FL,33162,Regular School,High,No,0.7859999999999999,94.08536585365853
120039000610,0.19625468164794,0.403335602450647,0.669763513513513,32333.0,16.4407814407814,0.82690794649882,2016-2017,FL,33161,Regular School,High,No,0.7859999999999999,98.6328125
120039000612,0.0926335757192539,0.682363264112314,0.778818022235225,60673.0,18.1990231990232,0.747637915269735,2016-2017,FL,33030,Regular School,High,No,0.7859999999999999,108.39160839160839
120039000613,0.0488953277797899,0.834707780566511,0.846875,60521.0,18.2967032967033,0.683275563258232,2016-2017,FL,33155,Regular School,High,No,0.7859999999999999,100.99056603773585
120039000614,0.113262342691191,0.335173501577287,0.346687211093991,27561.0,16.5873015873016,0.783000949667616,2016-2017,FL,33157,Regular School,High,No,0.7859999999999999,101.1340206185567
120039000615,0.0799214806505889,0.527429274292743,0.494654312188168,52715.0,19.4688644688645,0.663598857505554,2016-2017,FL,33165,Regular School,High,No,0.7859999999999999,114.83739837398375
120039001443,0.0801702731465058,0.735976065818998,0.648902821316614,36651.0,26.1355311355311,0.267782426778243,2016-2017,FL,33176,Regular School,High,No,0.7859999999999999,89.61538461538461
120039001478,0.275013376136972,0.342292490118577,0.526946107784431,21844.0,16.7826617826618,0.788436268068331,2016-2017,FL,33147,Regular School,High,No,0.7859999999999999,110.8695652173913
120039002735,0.0970289582549831,0.612211221122112,0.896114864864865,85893.0,18.8583638583639,0.636363636363636,2016-2017,FL,33185,Regular School,High,No,0.7859999999999999,118.2312925170068
120039002736,0.126105165193113,0.575034419458467,0.45703125,37350.0,23.1074481074481,0.293333333333333,2016-2017,FL,33137,Regular School,High,No,0.7859999999999999,78.75
120039002810,0.10047451434475081,0.339457567804024,0.6816817493618247,52745.84577095585,22.6190476190476,0.241666666666667,2016-2017,FL,33132,Regular School,High,No,0.7859999999999999,78.38709677419355
120039002988,0.153326578858494,0.407732293697206,0.624372759856631,34725.0,19.4200244200244,0.536960378474276,2016-2017,FL,33018,Regular School,High,No,0.7859999999999999,118.22368421052632
120039003052,0.146669559557388,0.526717557251908,0.614135625596944,56169.0,22.5457875457875,0.31929389903995,2016-2017,FL,33157,Regular School,High,No,0.7859999999999999,126.39097744360902
120039003345,0.0712240515390122,0.528535078153399,0.580838323353293,61118.0,21.3980463980464,0.47821270310192,2016-2017,FL,33179,Regular School,High,No,0.7859999999999999,133.6320754716981
120039003562,0.345628415300546,0.297010607521697,0.235294117647059,16328.0,14.8046398046398,0.894854586129754,2016-2017,FL,33136,Regular School,High,No,0.7859999999999999,71.78571428571429
120039003699,0.0382674516400336,0.852833941000994,0.719903206291591,62158.0,20.2258852258852,0.40431654676259,2016-2017,FL,33172,Regular School,High,Yes,0.7859999999999999,52.760736196319016
120039003838,0.198321417469692,0.380607411535247,0.500954198473282,29637.0,20.3724053724054,0.605919907138712,2016-2017,FL,33016,Regular School,High,Yes,0.7859999999999999,119.65753424657534
120039003973,0.0464625131995776,0.91340782122905,0.965909090909091,64236.0,19.2979242979243,0.28023598820059,2016-2017,FL,33133,Regular School,High,Yes,0.7859999999999999,70.38461538461539
120039003975,0.159880089932551,0.557308970099668,0.488250652741514,44224.0,17.0757020757021,0.64756446991404,2016-2017,FL,33032,Regular School,High,Yes,0.7859999999999999,140.76923076923077
120039003977,0.0429042904290429,0.314133591481123,0.797788309636651,25616.0,19.8107448107448,0.522388059701492,2016-2017,FL,33135,Regular School,High,Yes,0.7859999999999999,72.58620689655173
120039004077,0.116410256410256,0.517149220489978,0.9254327563249,48171.0,19.981684981685,0.483467170524327,2016-2017,FL,33185,Regular School,High,No,0.7859999999999999,120.89887640449439
120039004078,0.134422110552764,0.389681668496158,0.517647058823529,37760.0,19.3223443223443,0.591111111111111,2016-2017,FL,33177,Regular School,High,No,0.7859999999999999,128.27586206896552
120039004339,0.0648957632817754,0.697404580152672,0.674975074775673,55098.0,20.4945054945055,0.604635310156783,2016-2017,FL,33014,Regular School,High,No,0.7859999999999999,118.05084745762711
120039004340,0.0790645879732739,0.756371049949032,0.792146242383209,62765.0,18.3699633699634,0.567686967497633,2016-2017,FL,33196,Regular School,High,No,0.7859999999999999,120.95652173913044
120039004726,0.0,0.749049429657795,0.855072463768116,48250.0,20.6654456654457,0.343824511206485,2016-2017,FL,33178,Regular School,High,No,0.7859999999999999,142.2289156626506
120039005493,0.0382674516400336,0.852833941000994,0.719903206291591,62158.0,20.982905982906,0.321212121212121,2016-2017,FL,33172,Regular School,High,Yes,0.7859999999999999,339.1666666666667
120039005861,0.14185544768069,0.301009214567793,0.449640287769784,25490.0,19.7619047619048,0.794063079777365,2016-2017,FL,33012,Regular School,High,No,0.7859999999999999,120.1923076923077
120039006229,0.124028387968908,0.389159561510353,0.602141680395387,43882.0,18.1746031746032,0.701822916666667,2016-2017,FL,33018,Regular School,High,No,0.7859999999999999,138.3644859813084
120039007077,0.067749740753543,0.612367021276596,0.830533235938641,78531.0,19.004884004884,0.540967423494571,2016-2017,FL,33015,Regular School,High,Yes,0.7859999999999999,137.93478260869566
120039007242,0.0710172744721689,0.251789027299231,0.319845857418112,16258.0,19.4688644688645,0.847025495750708,2016-2017,FL,33130,Regular School,High,Yes,0.7859999999999999,108.84615384615384
120039007453,0.130565583634176,0.617010036978341,0.689300411522634,50703.0,18.1257631257631,0.511961722488038,2016-2017,FL,33185,Regular School,High,Yes,0.7859999999999999,175.0
120039007456,0.0542828685258964,0.610659072416599,0.815094339622642,65854.0,24.3772893772894,0.312775330396476,2016-2017,FL,33183,Regular School,High,Yes,0.7859999999999999,53.793103448275865
120039007496,0.301027900146843,0.404627539503386,0.130272952853598,14000.0,20.6166056166056,0.650704225352113,2016-2017,FL,33128,Regular School,High,No,0.7859999999999999,108.42105263157895
120039007634,0.111075234097514,0.744667697063369,0.639722863741339,43660.0,22.5946275946276,0.274596998332407,2016-2017,FL,33173,Regular School,High,No,0.7859999999999999,125.07042253521126
120039007635,0.185109637939827,0.596978557504873,0.37888198757764,25060.0,19.3223443223443,0.518835616438356,2016-2017,FL,33160,Regular School,High,No,0.7859999999999999,131.80327868852459
120039007923,0.0975536992840095,0.285309278350515,0.642982456140351,28661.0,18.1501831501831,0.54140127388535,2016-2017,FL,33030,Regular School,High,No,0.7859999999999999,112.22222222222223
120042000620,0.13054435483871,0.340734028092433,0.411570247933884,37471.0,19.3956043956044,0.697127937336815,2016-2017,FL,34266,Regular School,High,No,0.7859999999999999,88.38235294117646
120048000648,0.0591979630808402,0.834215167548501,0.740437158469945,45172.0,17.7106227106227,0.528219178082192,2016-2017,FL,32205,Regular School,High,No,0.7859999999999999,103.3695652173913
120048000649,0.236645605973578,0.34901222953904,0.141382049245433,20212.0,15.976800976801,0.69472182596291,2016-2017,FL,32206,Regular School,High,No,0.7859999999999999,75.0
120048000671,0.153146853146853,0.327303561334087,0.0679824561403509,26369.0,23.5225885225885,0.192666666666667,2016-2017,FL,32254,Regular School,High,No,0.7859999999999999,96.13333333333334
120048000681,0.132258064516129,0.452452025586354,0.575256107171001,42854.0,17.7106227106227,0.530744336569579,2016-2017,FL,32211,Regular School,High,No,0.7859999999999999,99.54545454545455
120048000685,0.104052287581699,0.512146255947909,0.395441030723489,33693.0,16.4652014652015,0.586054233536248,2016-2017,FL,32207,Regular School,High,No,0.7859999999999999,104.48275862068965
120048000691,0.181720430107527,0.391902215431627,0.100719424460432,25517.0,16.0989010989011,0.539629005059022,2016-2017,FL,32208,Regular School,High,No,0.7859999999999999,95.83333333333333
120048000706,0.185680566483084,0.398521505376344,0.180722891566265,19228.0,26.4529914529915,0.0941408821593153,2016-2017,FL,32209,Regular School,High,No,0.7859999999999999,99.87341772151899
120048000714,0.151376146788991,0.38689407540395,0.195652173913043,27548.0,15.3174603174603,0.632790028763183,2016-2017,FL,32209,Regular School,High,No,0.7859999999999999,109.01785714285714
120048000748,0.0334745762711864,0.842681258549932,0.9312,68026.0,21.6666666666667,0.249885373681797,2016-2017,FL,32266,Regular School,High,No,0.7859999999999999,105.25
120048000749,0.104638009049774,0.503605422555524,0.526007802340702,26196.0,17.1489621489621,0.589424572317263,2016-2017,FL,32217,Regular School,High,No,0.7859999999999999,90.86538461538461
120048000759,0.10305541170378,0.680165894120517,0.720038816108685,55728.0,20.4700854700855,0.345533915379449,2016-2017,FL,32246,Regular School,High,No,0.7859999999999999,106.9140625
120048000762,0.193154761904762,0.48961038961039,0.344390607528886,43768.0,15.7326007326007,0.482317531978932,2016-2017,FL,32244,Regular School,High,No,0.7859999999999999,86.88235294117646
120048000767,0.175616835994194,0.464956195244055,0.165853658536585,30587.0,18.6385836385836,0.540675844806007,2016-2017,FL,32210,Regular School,High,No,0.7859999999999999,81.70454545454545
120048000772,0.193154761904762,0.48961038961039,0.344390607528886,43768.0,17.3443223443223,0.448901623686724,2016-2017,FL,32210,Regular School,High,No,0.7859999999999999,96.58333333333333
120048000773,0.185680566483084,0.398521505376344,0.180722891566265,19228.0,14.8778998778999,0.609576427255985,2016-2017,FL,32209,Regular School,High,No,0.7859999999999999,60.16129032258065
120048002469,0.168355416991426,0.485194324491055,0.447166921898928,28571.0,22.1062271062271,0.126436781609195,2016-2017,FL,32207,Regular School,High,No,0.7859999999999999,99.0677966101695
120048002744,0.082874251497006,0.825536480686695,0.869796279893711,97904.0,21.3003663003663,0.184555984555985,2016-2017,FL,32258,Regular School,High,No,0.7859999999999999,104.88
120048002745,0.120553780617678,0.571403477955384,0.782128197031891,54417.0,17.7106227106227,0.402159827213823,2016-2017,FL,32218,Regular School,High,No,0.7859999999999999,105.90425531914893
120048007629,0.0507179249652617,0.881329466874861,0.716927453769559,50886.0,20.3724053724054,0.218030377266046,2016-2017,FL,32256,Regular School,High,No,0.7859999999999999,104.95192307692308
120051000794,0.0818014705882353,0.555717407137655,0.339556592765461,28712.0,18.6630036630037,0.506590257879656,2016-2017,FL,32506,Regular School,High,No,0.7859999999999999,95.48387096774194
120051000805,0.0859375,0.83420365535248,0.726643598615917,48417.0,25.7448107448107,0.551677852348993,2016-2017,FL,32501,Regular School,High,No,0.7859999999999999,87.9375
120051000812,0.111836734693878,0.726909090909091,0.614107883817427,54590.0,22.6678876678877,0.308425275827482,2016-2017,FL,32533,Regular School,High,No,0.7859999999999999,100.04587155963303
120051000837,0.105581708137189,0.719308700834327,0.721966205837174,66625.0,19.2246642246642,0.599415204678363,2016-2017,FL,32526,Regular School,High,No,0.7859999999999999,87.0618556701031
120051002169,0.0920608108108108,0.600817438692098,0.331288343558282,35275.0,22.5213675213675,0.438095238095238,2016-2017,FL,32504,Regular School,High,No,0.7859999999999999,97.41935483870968
120051003703,0.105581708137189,0.719308700834327,0.721966205837174,66625.0,20.8852258852259,0.30667701863354,2016-2017,FL,32526,Regular School,High,No,0.7859999999999999,103.4090909090909
120054000842,0.139838129496403,0.525787006028131,0.574052812858783,38319.0,19.8840048840049,0.50188679245283,2016-2017,FL,32164,Regular School,High,No,0.7859999999999999,111.99115044247787
120054005533,0.0756802721088435,0.634723086496577,0.685294117647059,60167.0,21.0561660561661,0.406579764121664,2016-2017,FL,32137,Regular School,High,No,0.7859999999999999,117.0
120060004082,0.040520984081042,0.571977787270397,0.464962121212121,50250.0,15.1221001221001,0.447904191616766,2016-2017,FL,32333,Regular School,High,No,0.7859999999999999,84.46808510638297
